Company Name,Job Title,Role,Salaries Reported,Location,Salary
Gartner,Data Analyst,Specialist,1,Mumbai,"₹6,37,252/yr"
Shell,Data Analyst,Specialist,8,Bangalore,"₹10,48,552/yr"
AffinityAnswers,Data Engineer,Specialist,2,Bangalore,"₹7,35,014/yr"
Bharti Airtel,Data Scientist,Specialist,5,New Delhi,₹769/hr
HARMAN,Data Engineer,Specialist,1,New Delhi,"₹16,28,952/yr"
Sourav Besra,Data Scientist,Specialist,1,Bangalore,"₹1,20,000/yr"
Wipro,Machine Learning Engineer,Specialist,2,Bangalore,"₹7,83,333/yr"
GE,Data Engineer,Manager,1,Bangalore,"₹13,60,833/yr"
Indecomm Global Services,Data Scientist,Specialist,1,Bangalore,"₹14,98,750/yr"
NTT DATA,Data Engineer,Manager,1,Pune,"₹1,15,797/mo"
Kabbage,Data Analyst,Specialist,6,Bangalore,"₹8,82,956/yr"
Vamstar,Data Analyst,Specialist,1,Mumbai,"₹3,12,358/yr"
Neviton,Data Scientist,Specialist,1,Bangalore,"₹11,23,652/yr"
Aligned Automation,Senior Data Scientist,Specialist,1,Pune,"₹25,79,455/yr"
Bobble Keyboard,Data Engineer,Manager,1,New Delhi,"₹2,52,244/yr"
dhiOmics Analytics Solutions,Data Scientist,Specialist,1,Bangalore,"₹3,28,796/yr"
Tata Consultancy Services,Senior Data Scientist,Specialist,2,Pune,"₹20,92,324/yr"
Algo8.ai,Data Scientist,Specialist,1,Bangalore,"₹1,46,564/yr"
Real Time Signals,Data Scientist,Specialist,1,Bangalore,"₹3,44,648/yr"
MetLife,Data Scientist,Manager,1,Pune,"₹1,01,811/mo"
WyzMindz,Data Scientist,Specialist,1,Bangalore,"₹4,21,444/yr"
Myraa Technologies,Machine Learning Scientist,Specialist,1,Mumbai,"₹2,78,076/yr"
Cepheid,Data Scientist,Specialist,1,Bangalore,₹455/hr
Wipro Digital,Data Scientist,Specialist,1,Hyderabad,"₹73,668/mo"
Yes Bank,Data Scientist,Specialist,1,New Delhi,"₹12,10,770/yr"
Datamatics Global Services,Data Scientist,Specialist,2,Bangalore,"₹12,23,165/yr"
DONE by NONE,Data Scientist,Specialist,2,New Delhi,"₹40,662/mo"
Gap Inc.,Data Engineer,Specialist,1,Hyderabad,"₹9,30,041/yr"
Decimal Point Analytics,Machine Learning Developer,Specialist,1,Mumbai,"₹7,51,286/yr"
NDS InfoServ,Data Scientist,Specialist,4,Mumbai,"₹9,26,744/yr"
Capgemini,Data Scientist,Specialist,10,Mumbai,"₹87,990/mo"
WebShar,Data Scientist,Specialist,1,Pune,"₹8,88,545/yr"
Neal Analytics,Data Engineer,Specialist,2,Pune,"₹6,85,014/yr"
Alliance Healthcare,Data Engineer,Specialist,1,Hyderabad,₹141/hr
Dozee,Data Scientist,Specialist,1,Bangalore,"₹9,12,580/yr"
Qualcomm,Data Scientist,Specialist,1,Bangalore,"₹15,41,568/yr"
Wipro Technologies,Data Scientist,Specialist,1,New Delhi,"₹6,04,404/yr"
Zomato,Data Scientist,Specialist,1,Pune,"₹12,50,000/yr"
Resilinc,Data Analyst,Specialist,6,Pune,"₹3,98,280/yr"
LTI,Data Engineer,Specialist,33,Mumbai,"₹5,00,000/yr"
Tata Consultancy Services,Data Scientist,Specialist,1,Hyderabad,"₹12,08,801/yr"
IHS Markit,Data Analyst,Manager,1,New Delhi,"₹16,66,274/yr"
SG Analytics,Data Analyst,Specialist,1,Pune,"₹33,879/mo"
Sabre,Data Scientist,Specialist,1,Bangalore,"₹25,81,613/yr"
Techolution,Machine Learning Engineer,Specialist,1,Bangalore,"₹6,48,838/yr"
ALBOT,Machine Learning Engineer,Specialist,1,New Delhi,"₹6,00,000/yr"
Fliptango,Machine Learning Engineer,Specialist,1,Bangalore,"₹2,28,048/yr"
Akaike Technologies,Data Scientist,Specialist,1,Bangalore,"₹7,46,629/yr"
UnitedHealth Group,Data Scientist,Specialist,16,New Delhi,"₹12,35,654/yr"
Fractal Senior,Data Engineer,Specialist,7,Mumbai,"₹20,51,223/yr"
Michelin,Data Engineer,Specialist,2,Pune,"₹8,80,608/yr"
LTI,Data Scientist,Manager,1,Mumbai,₹720/hr
PeopleStrong Technologies,Data Engineer,Specialist,1,New Delhi,"₹82,037/yr"
Infosys,Machine Learning Engineer,Specialist,2,Bangalore,"₹8,32,266/yr"
Reliance Industries,Data Scientist,Specialist,1,New Delhi,"₹3,06,582/yr"
Acuity Knowledge Partners,Data Analyst,Specialist,2,New Delhi,"₹5,08,899/yr"
Raghavendra Rathore Jodhpur,Data Scientist,Specialist,1,Pune,"₹15,67,329/yr"
Accretive Wiz@work Consultants,Data Scientist,Specialist,1,Pune,"₹13,00,000/yr"
Avian Acquisition,Data Scientist,Specialist,1,Bangalore,"₹13,91,697/yr"
Aviso,Machine Learning Engineer,Specialist,2,Hyderabad,"₹12,10,860/yr"
GGK Tech,Data Engineer,Specialist,4,Hyderabad,"₹9,03,446/yr"
SG Analytics,Senior Data Scientist,Specialist,1,Pune,"₹13,06,108/yr"
St. John’s Research Institute,Data Scientist,Manager,1,Bangalore,"₹1,48,204/mo"
Okkular,Data Engineer,Specialist,1,Bangalore,"₹1,85,700/yr"
EasyRewardz,Data Scientist,Manager,1,New Delhi,"₹32,25,612/yr"
Adda 247,Data Analyst,Specialist,2,New Delhi,"₹1,27,836/yr"
Rahul Marian,Machine Learning Engineer,Specialist,1,Pune,"₹3,61,378/yr"
Sokrati,Data Analyst,Specialist,2,Pune,"₹1,23,540/yr"
eClerx,Data Analyst,Specialist,22,Pune,₹124/hr
Wizely,Data Engineer,Manager,1,Bangalore,"₹24,24,858/yr"
IBM,Data Scientist,Specialist,1,Bangalore,"₹5,02,448/yr"
Paytm,Machine Learning Engineer,Manager,1,Mumbai,"₹3,58,740/mo"
LinuxWorld,Machine Learning Engineer,Manager,1,Bangalore,"₹10,48,292/yr"
Coditation Systems,Data Scientist,Specialist,2,Pune,₹266/hr
Wipro Technologies,Senior Data Scientist,Specialist,1,Pune,"₹8,21,989/yr"
Cognizant Technology Solutions,Data Engineer,Specialist,2,New Delhi,"₹75,825/mo"
VINAYA KUMAR,Data Scientist,Specialist,1,Bangalore,"₹8,00,000/yr"
Wipro,Data Scientist,Specialist,1,Bangalore,"₹25,662/mo"
Thoughtworks,Data Scientist,Specialist,1,New Delhi,"₹2,10,203/mo"
Boeing,Data Scientist,Specialist,2,Bangalore,"₹22,66,312/yr"
Smartek21,Data Scientist,Specialist,1,Pune,"₹12,00,000/yr"
Rebel Foods (Formerly Faasos),Data Scientist,Specialist,1,Mumbai,₹609/hr
Ascentia.ai Solutions,Machine Learning Engineer,Specialist,1,Hyderabad,"₹3,02,199/yr"
Freelancer,Data Scientist,Specialist,1,Bangalore,"₹31,90,334/yr"
Fresher,Data Analyst,Specialist,11,New Delhi,"₹33,577/mo"
Intellicar,Data Scientist,Specialist,2,Bangalore,"₹1,10,604/mo"
American Student Assistance,Data Scientist,Specialist,1,Pune,₹146/hr
Adobe,Machine Learning Engineer,Specialist,1,Bangalore,"₹5,490/mo"
Tata Projects Limited,Machine Learning Engineer,Specialist,1,Bangalore,"₹8,00,000/yr"
Atlan,Data Engineer,Specialist,1,New Delhi,"₹17,784/mo"
EY,Data Analyst,Specialist,3,Bangalore,"₹3,36,468/yr"
Tech Mahindra,Data Scientist,Specialist,2,Mumbai,"₹8,85,892/yr"
E2open,Data Engineer,Specialist,1,Pune,"₹9,09,200/yr"
Apexon,Data Scientist,Specialist,5,Bangalore,"₹12,00,000/yr"
NTT DATA,Data Engineer,Manager,1,Bangalore,"₹15,91,615/yr"
Wobot,Data Engineer,Specialist,1,Bangalore,"₹2,16,000/yr"
Robertshaw,Data Scientist,Specialist,1,Pune,"₹3,00,978/yr"
PhotoMath (CA),Data Analyst,Manager,1,Pune,"₹1,11,411/mo"
TeamLease Staffing Solutions,Data Engineer,Specialist,1,Mumbai,"₹5,73,527/yr"
Vahan,Machine Learning Engineer,Specialist,1,Bangalore,"₹13,58,294/yr"
shruti pateriya,Data Scientist,Specialist,1,Bangalore,"₹6,22,188/yr"
Swiggy,Data Scientist,Specialist,1,Mumbai,"₹13,55,169/yr"
Affine,Data Engineer,Specialist,7,Bangalore,"₹6,77,584/yr"
Drishya,Machine Learning Engineer,Specialist,1,Bangalore,"₹1,25,892/yr"
TECH I.S,Data Scientist,Specialist,2,Bangalore,"₹7,93,932/yr"
FlyNava Technologies,Data Scientist,Specialist,6,Bangalore,"₹5,99,136/yr"
Genpact,Machine Learning Engineer,Specialist,2,New Delhi,"₹2,08,344/yr"
Noesys Software,Data Analyst,Manager,1,Bangalore,"₹14,88,050/yr"
Mastercard,Data Analyst,Manager,1,New Delhi,"₹1,666/hr"
Capgemini Engineering,Data Scientist,Manager,1,Mumbai,"₹1,22,629/mo"
Entrepreneurs' Organization,Data Scientist,Specialist,1,Pune,"₹9,60,084/yr"
Minvesta,Data Analyst,Specialist,2,Hyderabad,"₹2,83,956/yr"
Atos-Syntel,Data Scientist,Specialist,1,Bangalore,₹193/hr
Accenture,Data Scientist,Specialist,7,Hyderabad,"₹11,04,293/yr"
Samsung India Electronics,Data Scientist,Specialist,1,Bangalore,"₹13,462/mo"
Nisum,Data Engineer,Manager,1,Hyderabad,"₹53,83,908/yr"
Bookmyshow,Data Engineer,Specialist,1,Mumbai,"₹1,03,165/mo"
Fresher,Data Analyst,Manager,1,New Delhi,"₹8,67,489/yr"
Accion Labs,Data Scientist,Specialist,1,Mumbai,"₹4,06,548/yr"
AROHA TECHNOLOGIES,Data Engineer,Specialist,1,Hyderabad,"₹51,799/mo"
Mosaik Analytics Solutions,Data Analyst,Specialist,1,Mumbai,₹96/hr
BT,Data Engineer,Specialist,2,Bangalore,"₹12,34,705/yr"
Schneider Electric,Data Analyst,Specialist,7,Bangalore,"₹6,77,916/yr"
EMPLOYERS,Data Scientist,Specialist,1,Bangalore,"₹12,38,138/yr"
FogHorn Systems,Data Scientist,Specialist,1,Pune,"₹23,00,000/yr"
Nivetti Systems,Data Scientist,Specialist,2,Bangalore,"₹7,47,000/yr"
Bajaj Finance,Senior Data Scientist,Specialist,2,Pune,"₹13,92,244/yr"
Reckonsys,Data Scientist,Specialist,2,Bangalore,"₹13,33,764/yr"
BidMath,Data Scientist,Specialist,1,Bangalore,"₹10,32,645/yr"
Emerson Climate Technologies,Data Engineer,Specialist,1,Pune,"₹67,265/mo"
Octro,Data Engineer,Manager,1,New Delhi,"₹2,47,190/mo"
Nurtr,Data Analyst,Specialist,3,New Delhi,"₹3,38,792/yr"
Altius Equipments,Machine Learning Engineer,Specialist,1,Hyderabad,"₹3,80,088/yr"
Exela Technologies,Data Scientist,Specialist,3,Pune,"₹8,56,429/yr"
Fiserv,Data Analyst,Specialist,4,Pune,"₹85,739/mo"
Indegene,Data Engineer,Specialist,3,Bangalore,"₹8,65,380/yr"
Current,Data Engineer,Specialist,1,Pune,"₹4,00,000/yr"
Wipro,Lead Data Scientist,Manager,2,Pune,"₹18,92,322/yr"
BlazeClan Technologies,Data Engineer,Specialist,1,Pune,"₹5,09,047/yr"
ABCDEF,Data Scientist,Specialist,1,Bangalore,"₹4,55,555/yr"
HighRadius,Data Scientist,Specialist,5,Hyderabad,"₹8,61,434/yr"
ICICI Bank,Data Analyst,Specialist,4,Mumbai,"₹39,791/mo"
Winjit Technologies,Machine Learning Engineer,Specialist,1,Bangalore,"₹9,16,285/yr"
Accenture,Data Scientist,Specialist,3,New Delhi,"₹4,06,548/yr"
BNT SOFT,Data Engineer,Specialist,1,Pune,"₹1,90,044/yr"
Siemens,Data Scientist,Specialist,1,Bangalore,"₹4,95,252/yr"
Indian School of Business,Data Scientist,Specialist,1,Hyderabad,"₹49,768/mo"
Red Hat,Senior Data Scientist,Specialist,1,Pune,"₹10,44,003/yr"
Philips,Machine Learning Engineer,Specialist,1,Bangalore,"₹23,00,000/yr"
Fountane,Data Analyst,Specialist,1,Hyderabad,"₹1,47,156/yr"
Tesco Bengaluru,Data Analyst,Specialist,4,Bangalore,"₹9,58,143/yr"
Axis Bank,Data Engineer,Specialist,1,Mumbai,"₹6,02,928/yr"
Abzooba,Senior Data Scientist,Specialist,2,Pune,"₹21,70,283/yr"
Atgeir Solutions,Data Engineer,Specialist,1,Pune,"₹5,50,000/yr"
Flip Robo,Data Scientist,Specialist,1,Bangalore,"₹2,45,580/yr"
Microsoft,Data Scientist,Specialist,14,Bangalore,₹770/hr
Tequed Labs,Machine Learning Engineer,Specialist,1,Bangalore,"₹7,905/mo"
Datamatics Global Services,Data Analyst,Specialist,2,Bangalore,"₹14,72,465/yr"
ZestMoney,Data Scientist,Specialist,1,Bangalore,"₹1,28,435/mo"
Micron Technology,Data Engineer,Specialist,2,Hyderabad,"₹11,24,024/yr"
IHS Markit,Data Scientist,Manager,1,New Delhi,"₹30,18,001/yr"
Maruti Suzuki,Data Scientist,Specialist,1,New Delhi,"₹8,03,907/yr"
Naveen Engineering,Data Scientist,Specialist,1,Bangalore,"₹1,23,816/yr"
Dailyhunt,Machine Learning Engineer,Specialist,1,Bangalore,"₹8,00,000/yr"
JLL,Data Analyst,Specialist,6,Bangalore,"₹7,63,966/yr"
XYZ,Data Scientist,Manager,1,Bangalore,"₹7,13,673/yr"
Zensar Technologies,Data Scientist,Specialist,1,Mumbai,"₹15,72,499/yr"
Nones,Data Analyst,Specialist,6,Bangalore,"₹48,580/mo"
Dacasa Financeira,Data Scientist,Specialist,1,Bangalore,"₹31,32,009/yr"
Employee Solutions,Data Engineer,Specialist,1,Bangalore,"₹8,05,867/yr"
Express Analytics,Data Science,Specialist,2,Pune,"₹2,15,388/yr"
The Smart Cube,Data Analyst,Specialist,20,New Delhi,"₹59,304/mo"
Kabbage,Data Scientist,Specialist,1,Bangalore,"₹33,742/mo"
Akaike Technologies,Data Scientist,Specialist,2,New Delhi,"₹9,04,395/yr"
TEKsystems,Data Scientist,Specialist,1,Bangalore,"₹11,34,960/yr"
TSL Marketing,Data Analyst,Specialist,3,Pune,"₹1,88,688/yr"
IQVIA,Data Analyst,Specialist,2,Pune,"₹55,999/mo"
Zensar Technologies,Data Scientist,Specialist,7,Pune,₹403/hr
Flip Robo,Data Scientist,Specialist,1,Bangalore,₹199/hr
ITC Infotech,Data Engineer,Manager,1,Bangalore,"₹29,40,319/yr"
360DigiTMG,Data Scientist,Specialist,1,Bangalore,"₹3,59,620/yr"
American Express,Data Analyst,Specialist,2,Bangalore,"₹7,25,772/yr"
Aruba Networks,Data Scientist,Specialist,2,Bangalore,"₹15,18,492/yr"
Rajat Minerals,Data Scientist,Specialist,1,Bangalore,"₹3,71,441/yr"
Tech Mahindra,Data Analyst,Specialist,11,New Delhi,"₹3,40,679/yr"
Edyoo Technologies,Data Scientist,Specialist,1,Bangalore,"₹33,333/mo"
ZS Associates,Data Science Consultant,Specialist,5,Pune,"₹26,71,464/yr"
TheMathCompany,Data Scientist,Specialist,1,Bangalore,"₹14,44,788/yr"
Xcaliber Infotech,Data Scientist,Specialist,1,Pune,"₹53,526/mo"
Fiscalia General de Justicia del Estado de Mexico,Data Scientist,Manager,1,Bangalore,₹351/hr
Neo Media World,Data Scientist,Manager,1,Pune,"₹2,76,213/mo"
iNurture Education Solutions,Data Scientist,Specialist,1,Bangalore,₹86/hr
Tata Consultancy Services,Data Scientist,Specialist,2,Bangalore,"₹14,27,832/yr"
Data Axle,Data Analyst,Specialist,1,Mumbai,"₹83,333/mo"
Simple Lecture,Data Scientist,Specialist,1,Bangalore,"₹5,02,448/yr"
Value Edge Research Services,Data Analyst,Specialist,4,New Delhi,"₹8,02,080/yr"
Exalca Technologies,Data Scientist,Specialist,1,Bangalore,"₹3,53,277/yr"
Cogencis Information Services,Data Analyst,Specialist,9,Mumbai,"₹1,47,159/yr"
Hashworks,Data Engineer,Specialist,1,Bangalore,"₹4,55,844/yr"
HSBC Software Development India,Data Engineer,Specialist,2,Hyderabad,"₹66,175/mo"
Microsoft,Data Scientist,Specialist,1,New Delhi,"₹12,21,714/yr"
Mercedes-Benz Research and Development India,Data Engineer,Specialist,4,Bangalore,"₹96,624/mo"
vPhrase,Data Scientist,Specialist,1,Pune,"₹5,41,685/yr"
Axis Bank,Machine Learning Engineer,Specialist,1,Bangalore,"₹83,944/mo"
DONE by NONE,Machine Learning Engineer,Specialist,1,Bangalore,₹377/hr
Allianz,Data Scientist,Specialist,1,Bangalore,"₹2,95,920/yr"
Electronic Arts,Data Scientist,Specialist,1,Hyderabad,"₹9,39,649/yr"
L&T Technology Services,Data Scientist,Specialist,1,Mumbai,"₹59,279/mo"
KBC Professional,Data Engineer,Specialist,1,Bangalore,₹403/hr
iNeuron,Data Scientist,Specialist,5,Bangalore,"₹8,00,000/yr"
Coforge,Data Engineer,Specialist,4,New Delhi,"₹15,55,930/yr"
Dell Technologies,Data Engineer,Specialist,4,Bangalore,"₹8,60,699/yr"
FN MathLogic Consulting Services,Data Analyst,Specialist,2,New Delhi,"₹6,68,202/yr"
URS Technologies Solutions,Data Scientist,Specialist,1,Pune,"₹9,48,931/yr"
Indian Institute of Science,Machine Learning Engineer,Specialist,1,Bangalore,"₹20,63,316/yr"
Vodafone,Data Engineer,Specialist,1,Pune,"₹14,10,268/yr"
Elie Tahari,Data Scientist,Specialist,1,Pune,₹505/hr
Aegis,Data Scientist,Specialist,1,Mumbai,"₹3,02,200/mo"
Kabbage,Data Scientist,Specialist,2,Bangalore,"₹20,65,471/yr"
Tata Consultancy Services,Data Engineer,Specialist,1,Mumbai,"₹8,46,156/yr"
Subex,Data Scientist,Manager,1,Bangalore,"₹2,08,723/mo"
J.P. Morgan,Data Analyst,Specialist,2,Bangalore,"₹10,56,787/yr"
Teleperformance,Data Analyst,Manager,1,Hyderabad,"₹40,600/mo"
Tvarit,Machine Learning Engineer,Manager,1,Mumbai,"₹13,04,370/yr"
Happiest Minds Technologies,Data Scientist,Specialist,1,Bangalore,"₹65,211/mo"
Freshers.com,Data Analyst,Specialist,5,Bangalore,"₹4,00,000/yr"
Mindbody,Machine Learning Engineer,Manager,1,Pune,"₹34,28,914/yr"
Hetero,Data Analyst,Specialist,1,Hyderabad,"₹2,45,265/yr"
Alfonso & Associates Consulting,Data Scientist,Specialist,1,Bangalore,"₹2,94,220/mo"
Enixta Innovations,Machine Learning Engineer,Specialist,1,Hyderabad,"₹6,36,784/yr"
iNeuron,Data Science,Specialist,1,Pune,"₹3,46,353/yr"
Credit Suisse,Data Analyst,Specialist,2,Mumbai,"₹12,70,416/yr"
Capco,Data Engineer,Specialist,1,Pune,"₹5,15,940/yr"
Honeywell,Data Analyst,Specialist,5,Bangalore,₹495/hr
Square Panda,Data Scientist,Specialist,2,Mumbai,₹319/hr
CognitiveScale,Senior Machine Learning Engineer,Manager,1,Hyderabad,"₹31,10,514/yr"
HP Inc.,Data Scientist,Specialist,16,Bangalore,"₹15,10,081/yr"
IMImobile,Data Analyst,Specialist,3,Hyderabad,"₹59,279/mo"
Zuqo,Machine Learning Engineer,Specialist,1,Bangalore,"₹6,18,995/yr"
Clairvolex,Data Scientist,Manager,1,Bangalore,"₹44,99,222/yr"
Powerweave,Machine Learning Engineer,Specialist,1,Mumbai,"₹6,88,345/yr"
Kurrajong and District Hospital Society,Data Analyst,Manager,1,Pune,"₹22,86,151/yr"
Senquire Analytics,Data Scientist,Specialist,1,Pune,"₹6,00,000/yr"
Cubictree Technology Solutions,Data Analyst,Specialist,1,Pune,"₹3,86,492/yr"
BigHaat,Data Scientist,Specialist,1,Bangalore,"₹15,049/mo"
DataScience.com,Data Scientist,Specialist,1,Bangalore,"₹12,05,880/yr"
Mass Technologies,Data Analyst,Specialist,1,Pune,"₹3,60,000/yr"
EY,Data Analyst,Manager,4,New Delhi,"₹18,00,388/yr"
Vidal Healthcare,Data Analyst,Manager,1,Hyderabad,"₹6,57,757/yr"
PayU,Data Scientist,Specialist,2,Bangalore,"₹20,18,938/yr"
TCS e-Serve International,Data Scientist,Specialist,1,Pune,"₹10,31,782/yr"
Merkle,Data Science,Specialist,1,Pune,"₹1,20,000/yr"
Greenlight Planet,Machine Learning Engineer,Specialist,1,New Delhi,"₹28,76,666/yr"
Reliance Industries,Data Analyst,Specialist,2,Mumbai,"₹4,24,104/yr"
Amazon,Machine Learning Engineer,Specialist,1,New Delhi,"₹24,777/mo"
Danalitic,Machine Learning Engineer,Specialist,1,Pune,"₹3,72,016/yr"
Bajaj Finance,Data Science,Manager,1,Pune,"₹4,69,221/yr"
PrimEra Medical Technologies,Data Analyst,Specialist,1,Hyderabad,"₹5,08,113/yr"
Blackcoffer,Data Analyst,Specialist,2,New Delhi,"₹37,008/yr"
Crytonix Solutions,Data Scientist,Specialist,1,Bangalore,"₹5,00,000/yr"
Optum,Data Engineer,Manager,1,Hyderabad,"₹23,94,234/yr"
Target,Data Engineer,Manager,3,Bangalore,"₹32,89,336/yr"
Belong,Data Scientist,Specialist,2,Bangalore,"₹14,33,532/yr"
CAMP Systems,Data Analyst,Manager,2,Hyderabad,"₹9,58,062/yr"
Vodafone Idea,Data Scientist,Manager,1,New Delhi,"₹15,49,900/yr"
American Language Communication Center,Data Scientist,Specialist,1,Bangalore,"₹10,13,978/yr"
Institute of Engineering & Management,Data Scientist,Specialist,1,Bangalore,"₹17,08,322/yr"
Flipkart,Data Analyst,Manager,2,Bangalore,"₹19,25,531/yr"
ExxonMobil,Data Scientist,Specialist,3,Bangalore,"₹2,39,453/mo"
Reckon Data Solutions,Data Scientist,Specialist,1,Pune,"₹2,40,000/yr"
Law In Order,Data Analyst,Specialist,1,Hyderabad,"₹4,83,697/yr"
Eaton,Data Science,Specialist,1,Pune,₹303/hr
Great Learning,Data Scientist,Specialist,4,New Delhi,"₹8,44,078/yr"
Bank of America,Data Engineer,Specialist,2,Mumbai,₹438/hr
SAI Life Sciences,Machine Learning Engineer,Specialist,1,Hyderabad,"₹10,360/mo"
Zycus,Machine Learning Engineer,Manager,1,Mumbai,"₹17,87,589/yr"
Angel One,Data Scientist,Specialist,1,Mumbai,₹714/hr
Thomson Reuters,Data Scientist,Manager,1,Bangalore,"₹39,47,675/yr"
LivNSense,Data Scientist,Specialist,1,Bangalore,"₹4,10,994/yr"
MakeMyTrip,Data Scientist,Specialist,3,Bangalore,"₹1,00,000/mo"
FOKAL,Data Scientist,Specialist,2,Bangalore,"₹10,85,362/yr"
Hornbill Softech,Machine Learning Engineer,Specialist,1,Bangalore,₹219/hr
Ugam,Data Engineer,Specialist,1,Mumbai,"₹5,02,441/yr"
Pluralsight,Data Scientist,Specialist,1,Bangalore,"₹18,50,000/yr"
Société Générale,Data Scientist,Specialist,1,Bangalore,"₹95,68,943/yr"
YES,Data Analyst,Specialist,2,Hyderabad,"₹2,09,952/yr"
Pluto7,Data Engineer,Specialist,3,Bangalore,"₹8,60,576/yr"
First Student,Machine Learning Engineer,Specialist,1,Pune,"₹1,71,523/yr"
Stanza Living,Data Analyst,Manager,1,New Delhi,"₹1,298/hr"
Saankhya Labs,Data Scientist,Specialist,1,Bangalore,"₹16,00,000/yr"
Molecular Connections,Data Scientist,Specialist,2,Bangalore,"₹5,16,564/yr"
Vodafone,Data Analyst,Specialist,4,Pune,"₹5,22,447/yr"
Deloitte,Data Analyst,Manager,5,Bangalore,"₹16,06,279/yr"
Swetapadma Das,Data Scientist,Specialist,1,Bangalore,"₹3,00,000/yr"
Jarvis Technology & Strategy Consulting,Data Scientist,Specialist,1,Bangalore,"₹1,04,488/mo"
Hansa Cequity,Data Analyst,Manager,2,Mumbai,"₹14,58,290/yr"
Decimal Technologies,Data Scientist,Specialist,2,New Delhi,₹487/hr
down to up,Data Scientist,Specialist,1,Bangalore,"₹50,000/mo"
John Deere,Data Scientist,Manager,1,Pune,"₹43,74,082/yr"
GALYTIX,Data Analyst,Specialist,3,New Delhi,"₹3,69,852/yr"
Fresher,Data Scientist,Specialist,1,Pune,"₹30,147/mo"
Diverse Lynx,Machine Learning Engineer,Specialist,1,Bangalore,"₹8,47,963/yr"
Dell Technologies,Data Analyst,Specialist,14,Bangalore,"₹6,01,924/yr"
Think Analytics,Data Scientist,Specialist,2,Mumbai,₹286/hr
Indian Statistical Institute,Data Scientist,Specialist,1,Bangalore,"₹27,132/mo"
Rackspace Technology,Data Engineer,Specialist,1,New Delhi,"₹15,47,487/yr"
Experian,Data Analyst,Specialist,9,Mumbai,₹338/hr
WMall,Data Analyst,Specialist,2,Bangalore,"₹4,62,580/yr"
Verificient Technologies,Data Scientist,Specialist,1,Pune,"₹1,32,432/yr"
Atos-Syntel,Machine Learning Engineer,Specialist,3,Pune,"₹3,56,402/yr"
Spoonshot,Data Scientist,Specialist,3,Bangalore,"₹1,34,627/mo"
ICICI Bank,Data Scientist,Specialist,2,Mumbai,"₹5,89,332/yr"
Grofers,Data Scientist,Manager,1,Bangalore,"₹1,981/hr"
HSBC,Data Analyst,Manager,3,Bangalore,"₹23,57,498/yr"
Enquero,Data Scientist,Specialist,1,Bangalore,"₹14,80,908/yr"
Cognizant,Data Scientist,Manager,1,Bangalore,"₹10,29,478/yr"
Mesh (CA),Machine Learning Engineer,Specialist,2,New Delhi,"₹12,10,452/yr"
Bourntec Solutions,Data Analyst,Specialist,1,Hyderabad,"₹4,16,478/yr"
Karza Technologies,Data Scientist,Specialist,3,Mumbai,"₹17,00,000/yr"
Franklin Templeton Investments,Data Scientist,Specialist,3,Hyderabad,"₹13,53,553/yr"
Pyxtech,Data Engineer,Manager,1,Pune,"₹19,26,006/yr"
EY,Data Engineer,Specialist,1,New Delhi,"₹4,69,612/yr"
HealthPointe Solutions,Data Engineer,Specialist,2,Hyderabad,"₹8,72,461/yr"
Reliance Industries,Data Analyst,Specialist,3,Bangalore,"₹5,83,954/yr"
Concirrus,Data Engineer,Manager,1,New Delhi,"₹21,71,899/yr"
MyWays,Machine Learning Developer,Specialist,1,Mumbai,"₹4,10,952/yr"
Inference Labs,Data Scientist,Manager,1,Bangalore,"₹18,16,668/yr"
KPMG,Data Analyst,Specialist,10,Bangalore,"₹5,52,004/yr"
DONE by NONE,Machine Learning Engineer,Specialist,1,New Delhi,"₹8,28,777/yr"
Siemens,Machine Learning Engineer,Specialist,1,Bangalore,"₹8,44,641/yr"
Vodafone,Data Scientist,Specialist,1,Mumbai,"₹12,26,327/yr"
Razorpay,Data Scientist,Specialist,2,Bangalore,"₹14,23,985/yr"
Ambee (India),Data Scientist,Manager,1,Bangalore,"₹32,95,457/yr"
Quantiphi,Data Engineer,Specialist,15,Bangalore,"₹7,95,550/yr"
Axis Bank,Data Engineer,Specialist,1,Pune,"₹4,02,934/yr"
R.S. Consultants,Data Engineer,Specialist,1,Pune,"₹28,16,193/yr"
Scry Analytics,Data Scientist,Specialist,2,New Delhi,"₹13,29,480/yr"
Midcoast Regional Redevelopment Authority,Data Scientist,Specialist,1,Bangalore,"₹51,589/mo"
Red Hat,Data Scientist,Manager,1,Pune,"₹1,92,34,356/yr"
Accenture,Data Scientist,Specialist,10,Mumbai,"₹75,000/mo"
Blackstraw,Data Scientist,Specialist,1,Bangalore,"₹10,00,000/yr"
Firstsource Solutions,Data Scientist,Specialist,1,Bangalore,"₹15,34,839/yr"
ICS Consultancy,Machine Learning Engineer,Specialist,1,Hyderabad,₹888/hr
Accentue,Data Scientist,Specialist,2,Bangalore,"₹13,19,401/yr"
The Alacer Group,Machine Learning Engineer,Manager,1,Bangalore,"₹35,99,078/yr"
Intelenet,Data Analyst,Specialist,1,Hyderabad,"₹1,96,834/yr"
Cisco Systems,Data Scientist,Specialist,1,Bangalore,"₹11,43,861/yr"
Innominds Software,Data Engineer,Specialist,3,Hyderabad,"₹1,01,809/mo"
ZS Associates,Data Analyst,Manager,2,Pune,₹913/hr
